vessel_imo,mmsi,start_date,end_date
9311622,626431000,2024-01-05 06:20:13+00:00,2024-08-31 23:57:48+00:00
9311751,565026000,2015-11-17 11:51:32+00:00,2022-05-27 07:19:10+00:00
9312872,636014315,2012-01-05 07:02:08+00:00,2022-07-14 03:55:26+00:00
9312884,636012855,2012-01-03 21:06:34+00:00,2024-01-09 05:54:02+00:00
9312896,636012856,2012-01-01 18:11:08+00:00,2024-01-09 04:57:50+00:00
9312913,538002579,2016-09-29 12:39:37+00:00,2021-08-07 13:16:44+00:00
9313462,352003660,2024-03-01 11:26:42+00:00,2024-08-31 23:48:19+00:00
9314088,229172000,2012-10-15 21:20:54+00:00,2022-08-11 08:01:59+00:00
9314105,518999125,2024-03-26 13:49:27+00:00,2024-08-31 23:57:04+00:00
9314167,538005245,2013-08-31 01:26:04+00:00,2023-02-16 13:12:41+00:00
9314179,538005244,2013-08-31 14:17:25+00:00,2023-03-31 06:56:15+00:00
9314727,273437560,2012-09-26 09:56:51+00:00,2024-08-31 23:27:41+00:00
9314818,212240000,2012-01-06 02:12:07+00:00,2022-10-23 05:44:46+00:00
9314820,229882000,2014-10-08 10:11:23+00:00,2023-12-14 10:49:41+00:00
9314882,636014505,2012-01-01 00:51:55+00:00,2023-02-25 09:36:06+00:00
9314894,636014488,2012-01-01 00:10:19+00:00,2023-02-24 14:47:38+00:00
9315446,563681000,2012-02-10 12:15:42+00:00,2020-12-16 00:30:18+00:00
9315654,311974000,2012-01-03 02:15:20+00:00,2023-07-29 03:42:47+00:00
9315745,538002655,2012-01-09 01:20:48+00:00,2021-08-23 12:56:21+00:00
9315769,538002804,2017-03-25 11:18:59+00:00,2021-11-23 09:53:35+00:00
9316127,636013296,2012-08-20 23:06:31+00:00,2023-06-25 12:35:54+00:00
9317949,249266000,2012-01-02 13:01:16+00:00,2023-02-01 14:17:16+00:00
9318022,538004283,2022-04-11 13:23:12+00:00,2023-05-22 18:14:17+00:00
9318034,256396000,2012-01-03 16:40:46+00:00,2022-01-05 12:57:51+00:00
9318539,238233000,2012-01-04 00:02:56+00:00,2023-08-14 11:39:51+00:00
9318541,636012800,2012-01-13 02:28:25+00:00,2024-01-09 12:58:47+00:00
9318553,636012801,2012-01-21 22:02:14+00:00,2024-01-05 01:50:14+00:00
9319674,565532000,2012-01-30 17:28:01+00:00,2021-01-06 13:08:18+00:00
9319686,565686000,2012-01-03 16:41:48+00:00,2020-12-29 03:49:43+00:00
9319703,566330000,2012-05-18 22:24:32+00:00,2021-01-19 19:08:12+00:00
9319870,210739000,2012-01-02 21:41:16+00:00,2018-07-03 23:45:26+00:00
9319882,538007132,2016-09-29 13:02:37+00:00,2023-01-03 11:35:23+00:00
9321172,308938000,2012-01-14 20:00:37+00:00,2019-09-30 04:52:33+00:00
9321689,258682000,2012-01-03 01:57:16+00:00,2022-11-08 14:01:44+00:00
9321691,240556000,2012-01-01 00:33:55+00:00,2021-12-13 05:53:22+00:00
9321706,240561000,2012-01-01 01:59:51+00:00,2021-06-27 15:19:19+00:00
9321847,636016464,2014-05-01 05:10:32+00:00,2022-05-24 07:13:47+00:00
9321976,636017269,2015-11-10 09:28:28+00:00,2022-06-20 08:31:47+00:00
9322827,319562000,2020-01-20 06:52:58+00:00,2021-06-01 10:40:12+00:00
9322839,319161000,2020-10-17 05:04:49+00:00,2021-10-18 08:09:25+00:00
9322956,636012896,2012-01-05 14:16:08+00:00,2024-01-04 14:53:29+00:00
9322968,636012897,2012-01-08 20:58:39+00:00,2024-01-18 07:23:35+00:00
9323314,538002614,2012-01-04 00:42:09+00:00,2022-07-23 08:24:56+00:00
9323326,636022029,2022-07-20 13:15:01+00:00,2024-02-28 10:16:29+00:00
9323338,636022072,2022-08-29 11:48:43+00:00,2024-04-05 22:58:06+00:00
9323340,518998883,2023-07-30 02:51:46+00:00,2023-09-21 15:54:21+00:00
9323352,518998895,2023-09-24 14:31:57+00:00,2024-01-10 05:27:17+00:00
9323364,518998880,2023-08-02 05:03:47+00:00,2023-09-21 15:28:20+00:00
9323376,518998923,2023-08-30 10:42:41+00:00,2023-08-30 18:36:10+00:00
9323986,256431000,2015-04-30 04:12:15+00:00,2021-08-10 07:25:31+00:00
9326718,574005130,2021-04-07 10:24:47+00:00,2024-07-25 15:25:58+00:00
9326720,258881000,2012-01-02 12:55:20+00:00,2021-08-04 08:09:32+00:00
9326861,257817000,2012-01-01 00:49:32+00:00,2021-07-07 04:11:20+00:00
9326885,257868000,2012-01-01 02:12:29+00:00,2021-09-13 15:45:42+00:00
9327360,538007533,2017-06-14 09:45:03+00:00,2023-10-18 15:06:57+00:00
9327372,229883000,2016-02-24 10:01:23+00:00,2022-09-30 11:40:42+00:00
9327384,538007532,2017-06-14 16:16:06+00:00,2023-03-15 20:40:39+00:00
9327413,538002499,2012-01-03 11:20:18+00:00,2023-01-13 14:19:54+00:00
9327437,538002553,2012-01-18 05:02:10+00:00,2021-08-14 10:43:46+00:00
9327449,636016406,2014-04-26 02:08:50+00:00,2021-08-09 15:48:29+00:00
9328132,311046700,2012-01-13 16:15:50+00:00,2022-10-18 08:24:37+00:00
9329655,636013276,2012-01-01 15:57:06+00:00,2024-01-03 10:08:25+00:00
9329667,636013277,2012-01-01 00:02:39+00:00,2024-01-05 10:44:45+00:00
9329758,538003032,2015-04-03 11:36:35+00:00,2023-08-28 10:03:02+00:00
9330472,240611000,2012-01-08 13:30:10+00:00,2024-02-14 03:53:44+00:00
9331141,642122021,2012-01-23 07:27:41+00:00,2023-01-19 14:35:18+00:00
9331153,642122020,2012-01-12 22:15:43+00:00,2023-02-01 09:43:50+00:00
9332028,257331000,2018-01-24 09:45:46+00:00,2023-04-18 13:30:40+00:00
9332614,259777000,2012-01-01 00:33:18+00:00,2021-08-26 08:44:52+00:00
9332638,538003523,2012-01-09 10:00:39+00:00,2022-11-17 17:05:30+00:00
9332640,566230000,2015-02-18 10:02:45+00:00,2018-07-30 11:01:01+00:00
9332781,636016505,2018-01-20 03:45:32+00:00,2023-09-29 08:44:19+00:00
9332810,636016272,2013-12-13 14:20:45+00:00,2020-01-28 06:18:12+00:00
9332822,636016273,2013-12-04 03:42:51+00:00,2022-04-19 11:41:38+00:00
9332834,636016504,2014-06-24 05:36:53+00:00,2023-01-27 16:20:39+00:00
9333400,636017265,2016-12-02 15:52:33+00:00,2024-01-05 12:33:00+00:00
9333412,636018350,2018-02-04 09:41:03+00:00,2024-01-18 22:11:21+00:00
9333424,636018179,2017-11-10 15:21:40+00:00,2024-01-04 09:37:28+00:00
9333436,636018177,2017-11-09 08:17:19+00:00,2024-01-24 09:55:16+00:00
9334296,248114000,2014-08-27 12:44:27+00:00,2022-12-16 12:32:08+00:00
9334557,538004214,2015-04-07 09:13:44+00:00,2022-02-18 06:42:38+00:00
9334569,538004215,2015-04-11 08:32:15+00:00,2022-11-29 15:13:04+00:00
9334789,219719000,2015-10-27 13:43:02+00:00,2021-12-23 09:14:23+00:00
9335094,308231000,2012-01-01 07:52:14+00:00,2024-06-06 01:02:51+00:00
9336426,309234000,2014-01-27 09:44:44+00:00,2022-03-24 10:08:32+00:00
9336517,538007282,2017-01-06 09:09:06+00:00,2023-06-03 11:25:05+00:00
9337327,538002594,2016-10-03 23:41:13+00:00,2024-03-18 14:35:16+00:00
9337389,259720000,2012-01-13 22:35:21+00:00,2021-06-04 23:28:59+00:00
9337901,356586000,2012-01-03 17:15:20+00:00,2021-02-26 08:36:34+00:00
9338905,240594000,2012-01-02 15:20:19+00:00,2023-12-24 10:03:56+00:00
9339301,636013272,2012-01-14 15:47:24+00:00,2024-01-07 13:05:16+00:00
9339313,636013273,2012-01-01 00:37:05+00:00,2024-01-08 03:34:25+00:00
9339325,636013274,2012-01-15 00:36:27+00:00,2024-01-11 01:52:46+00:00
9339337,636013275,2012-01-05 08:46:43+00:00,2024-01-19 14:47:19+00:00
9341067,636012659,2012-01-13 12:27:54+00:00,2024-01-04 09:33:12+00:00
9341079,636012660,2012-10-15 20:16:05+00:00,2024-01-25 08:20:13+00:00
9341081,636012661,2012-02-23 02:27:00+00:00,2024-01-05 02:15:51+00:00
9341093,636012662,2012-02-03 10:52:59+00:00,2024-01-05 07:42:38+00:00
9342657,273430590,2012-10-15 20:19:02+00:00,2024-08-31 23:54:48+00:00
9344033,636013087,2012-01-06 00:17:34+00:00,2023-11-20 05:26:09+00:00
9344100,636013301,2012-02-24 05:40:46+00:00,2018-12-22 03:48:28+00:00
9345623,352907000,2012-01-17 21:28:25+00:00,2021-08-05 15:43:47+00:00
9346720,240699000,2012-01-22 10:06:55+00:00,2019-12-12 12:41:01+00:00
9346732,563164000,2013-07-04 06:24:29+00:00,2022-06-17 14:45:22+00:00
9346744,563170000,2013-07-14 17:26:53+00:00,2020-03-30 03:05:45+00:00
9346873,247254100,2012-01-11 02:04:13+00:00,2024-01-27 09:06:20+00:00
9347231,423242100,2012-10-16 17:47:19+00:00,2024-08-30 10:15:34+00:00
9347243,423207100,2012-10-15 20:21:33+00:00,2024-08-29 23:12:52+00:00
9347308,235060233,2012-01-13 00:15:56+00:00,2019-04-04 04:57:12+00:00
9348479,352003437,2023-12-31 04:03:20+00:00,2024-08-17 10:29:57+00:00
9350654,477743300,2012-04-13 17:12:23+00:00,2021-08-26 05:03:15+00:00
9350850,256174000,2012-01-02 15:09:32+00:00,2022-05-16 12:37:03+00:00
9352195,219291000,2012-01-03 05:22:29+00:00,2021-06-08 08:56:40+00:00
9353096,235060255,2012-03-10 04:32:50+00:00,2019-03-14 07:55:32+00:00
9353113,235060247,2012-01-08 02:32:12+00:00,2019-03-18 14:46:00+00:00
9353125,235060249,2012-01-04 06:34:36+00:00,2019-03-28 09:06:44+00:00
9354301,636017656,2016-09-23 05:24:58+00:00,2023-12-10 12:33:35+00:00
9354313,636017658,2016-09-21 02:00:39+00:00,2023-12-09 20:15:49+00:00
9354521,636018277,2017-11-16 00:11:38+00:00,2019-02-07 06:58:49+00:00
9354636,273318520,2021-08-30 17:04:55+00:00,2024-08-31 23:45:38+00:00
9356610,273295660,2021-07-12 07:21:38+00:00,2024-08-31 23:46:35+00:00
9356751,565269000,2012-01-04 00:32:08+00:00,2022-01-10 04:19:34+00:00
9359387,636092807,2017-10-14 09:06:44+00:00,2022-10-14 13:04:31+00:00
9360128,636014126,2012-01-01 00:02:09+00:00,2019-01-19 12:49:24+00:00
9360130,636014127,2012-01-10 04:21:08+00:00,2019-05-23 10:56:18+00:00
9360415,566015000,2015-02-03 18:39:10+00:00,2021-12-31 07:32:41+00:00
9368223,565809000,2012-03-20 23:37:11+00:00,2021-05-14 02:20:07+00:00
9374844,538007665,2017-09-20 05:04:45+00:00,2023-09-11 13:57:38+00:00
9374868,565463000,2012-01-09 18:54:46+00:00,2021-09-09 07:22:20+00:00
9375575,311037700,2012-01-13 21:07:28+00:00,2022-11-25 11:42:18+00:00
9377042,273311240,2012-01-25 05:53:14+00:00,2024-08-27 10:21:07+00:00
9378618,477114400,2019-07-26 09:40:26+00:00,2021-07-12 01:17:00+00:00
9378620,477141900,2012-01-12 03:18:52+00:00,2021-08-05 06:35:30+00:00
9378632,477185700,2012-01-01 00:55:05+00:00,2021-08-28 10:00:45+00:00
9379052,563943000,2012-01-03 13:42:10+00:00,2022-05-28 03:12:21+00:00
9380673,538005955,2014-10-29 14:54:33+00:00,2024-05-30 08:20:30+00:00
9381732,370467000,2012-01-07 02:58:24+00:00,2022-11-18 20:27:26+00:00
9381744,370858000,2012-01-03 17:16:21+00:00,2022-11-14 04:00:37+00:00
9382073,352143000,2012-01-03 17:10:25+00:00,2019-01-10 09:23:10+00:00
9382712,372383000,2012-01-01 00:09:49+00:00,2021-05-28 00:44:57+00:00
9382798,636013748,2012-01-01 00:02:59+00:00,2024-01-21 02:32:17+00:00
9383950,356783000,2012-02-14 16:40:24+00:00,2021-09-06 02:46:02+00:00
9384095,248337000,2017-07-07 09:25:41+00:00,2023-03-30 08:07:09+00:00
9384306,636017647,2016-08-13 08:27:40+00:00,2024-01-13 11:32:52+00:00
9384459,352002469,2024-05-22 07:15:55+00:00,2024-08-31 23:59:27+00:00
9385142,636017648,2016-08-23 07:14:57+00:00,2024-01-07 10:24:30+00:00
9386536,229700000,2014-01-19 03:44:20+00:00,2020-11-28 11:51:25+00:00
9387255,351115000,2012-01-01 00:10:39+00:00,2021-06-02 19:36:28+00:00
9387279,235062848,2012-01-02 12:00:01+00:00,2022-11-07 21:15:56+00:00
9388730,565748000,2012-01-18 00:10:46+00:00,2020-10-09 03:09:43+00:00
9388742,563006000,2012-03-26 03:27:35+00:00,2020-10-08 07:24:14+00:00
9388754,565966000,2012-05-10 13:31:58+00:00,2020-12-02 10:56:14+00:00
9388766,563005000,2012-04-05 15:10:13+00:00,2021-02-08 17:48:17+00:00
9388780,563682000,2012-08-11 17:18:34+00:00,2021-01-22 07:35:52+00:00
9388792,564147000,2012-10-27 20:22:37+00:00,2019-03-14 23:14:43+00:00
9389679,538003233,2015-08-24 16:14:10+00:00,2023-06-10 09:12:33+00:00
9390587,370995000,2012-01-27 02:42:29+00:00,2022-06-18 13:52:36+00:00
9392822,563525000,2012-01-08 09:09:35+00:00,2018-07-23 23:36:19+00:00
9393668,352002874,2023-08-23 10:12:07+00:00,2024-08-31 23:54:21+00:00
9394935,538003321,2012-01-14 23:06:48+00:00,2023-08-02 07:02:53+00:00
9395379,636016968,2015-06-01 05:02:17+00:00,2024-02-26 12:34:45+00:00
9396672,636022971,2023-04-25 02:18:55+00:00,2024-08-31 23:46:55+00:00
9396775,249694000,2017-01-17 15:30:06+00:00,2023-02-19 10:58:07+00:00
9397535,636017653,2016-09-24 08:07:25+00:00,2024-01-17 01:28:40+00:00
9397547,636017655,2016-09-02 10:14:39+00:00,2024-01-04 08:34:29+00:00
9397559,636017654,2016-09-20 12:00:17+00:00,2024-01-03 12:13:30+00:00
9397676,423046100,2014-10-21 16:00:32+00:00,2024-08-31 23:55:16+00:00
9402469,477962400,2012-01-01 00:28:35+00:00,2019-10-25 02:49:21+00:00
9402471,477962100,2012-01-09 02:38:37+00:00,2019-10-25 02:42:51+00:00
9404948,351486000,2012-01-03 07:28:35+00:00,2023-09-15 08:42:46+00:00
9405057,538090540,2018-07-22 09:21:35+00:00,2023-07-11 12:35:05+00:00
9408205,477831600,2012-01-01 05:12:52+00:00,2020-08-11 07:50:57+00:00
9408695,538006223,2015-03-09 10:33:13+00:00,2023-02-17 06:36:51+00:00
9409467,538005962,2015-01-05 18:09:19+00:00,2023-06-02 02:07:41+00:00
9410870,212607000,2012-01-02 12:53:34+00:00,2019-09-27 08:16:31+00:00
9410894,248055000,2012-01-01 09:26:47+00:00,2019-05-28 17:50:41+00:00
9411020,636014349,2012-01-01 00:07:17+00:00,2024-01-20 14:35:47+00:00
9411331,636014372,2012-01-01 00:50:34+00:00,2019-04-10 14:31:27+00:00
9412335,636014350,2012-01-22 14:39:24+00:00,2024-01-08 04:39:11+00:00
9412347,636014351,2012-01-18 09:17:21+00:00,2024-01-04 10:05:35+00:00
9412359,636014352,2012-01-19 04:17:23+00:00,2024-01-05 03:52:41+00:00
9412995,370822000,2012-01-14 12:09:45+00:00,2018-12-11 02:57:24+00:00
9413547,636014189,2012-01-01 00:45:41+00:00,2024-01-09 06:37:53+00:00
9413559,636014191,2012-01-01 18:08:15+00:00,2024-01-09 22:02:09+00:00
9413561,636014193,2012-01-12 12:20:19+00:00,2024-01-08 23:53:33+00:00
9413573,636014194,2012-01-09 00:58:23+00:00,2024-01-06 17:40:12+00:00
9416422,538005445,2014-07-16 16:42:41+00:00,2023-06-03 02:14:33+00:00
9417464,538003480,2012-01-17 21:48:26+00:00,2021-10-27 12:45:09+00:00
9418482,566907000,2013-04-22 12:34:40+00:00,2022-09-14 07:23:01+00:00
9418494,352002209,2022-11-22 23:20:54+00:00,2024-07-26 04:36:14+00:00
9419137,240953000,2012-01-13 16:40:03+00:00,2018-07-12 18:28:38+00:00
9419448,538006202,2015-04-02 15:49:52+00:00,2022-01-21 16:39:49+00:00
9419723,235087417,2012-01-01 16:12:56+00:00,2018-07-31 13:41:19+00:00
9421960,636014308,2012-01-01 04:03:41+00:00,2023-12-04 10:25:01+00:00
9421972,636014309,2012-01-03 16:43:30+00:00,2024-01-09 08:50:12+00:00
9422445,626418000,2024-01-07 10:18:39+00:00,2024-08-24 08:10:25+00:00
9422988,636014392,2012-02-17 01:43:59+00:00,2020-10-24 16:46:56+00:00
9423736,248634000,2017-12-22 09:29:44+00:00,2019-10-30 12:19:22+00:00
9424651,357563000,2012-01-05 16:31:04+00:00,2019-04-02 16:44:47+00:00
9428358,538005107,2013-05-14 08:12:19+00:00,2022-06-06 02:44:15+00:00
9434890,247285800,2012-01-01 04:16:17+00:00,2020-01-26 01:20:19+00:00
9435337,273338920,2021-07-06 11:03:28+00:00,2024-08-31 23:56:41+00:00
9435349,273337920,2021-05-21 11:18:43+00:00,2024-08-31 23:48:11+00:00
9435351,273336920,2021-07-22 06:55:01+00:00,2024-08-27 09:46:41+00:00
9435363,273339920,2021-06-09 07:37:26+00:00,2024-08-31 19:10:41+00:00
9435375,273332530,2021-06-01 12:40:14+00:00,2024-08-31 23:58:20+00:00
9436006,229799000,2014-04-17 05:47:55+00:00,2021-02-24 01:20:55+00:00
9436018,636017796,2016-12-21 19:30:47+00:00,2023-11-02 11:46:51+00:00
9436941,229619000,2013-10-21 11:48:47+00:00,2023-01-15 06:56:30+00:00
9439400,247293500,2012-01-14 00:25:12+00:00,2020-02-01 17:07:02+00:00
9441958,636022270,2022-10-08 14:20:15+00:00,2024-02-15 10:38:24+00:00
9449649,477969100,2012-02-03 00:55:13+00:00,2024-08-31 23:51:35+00:00
9449651,667001594,2016-04-14 08:27:20+00:00,2024-08-31 23:56:51+00:00
9457804,273358760,2012-07-18 11:40:04+00:00,2024-08-31 22:58:02+00:00
9493377,271002668,2012-08-25 17:58:37+00:00,2023-11-28 08:10:42+00:00
9498171,423306100,2024-07-11 16:47:41+00:00,2024-08-31 22:30:21+00:00
9511387,636014353,2012-01-07 16:39:37+00:00,2024-01-09 10:59:02+00:00
9511521,636014354,2012-01-05 08:13:55+00:00,2024-01-03 09:31:27+00:00
9511533,636014355,2012-01-09 05:50:35+00:00,2024-01-06 07:06:38+00:00
9513139,538005435,2014-01-17 15:32:50+00:00,2021-07-26 06:03:57+00:00
9517070,667001654,2023-04-28 16:55:43+00:00,2024-08-31 20:41:38+00:00
9522324,636014356,2012-01-05 22:32:43+00:00,2024-01-02 14:27:05+00:00
9524451,538004317,2012-01-02 17:12:03+00:00,2021-03-05 02:52:08+00:00
9524463,538090591,2021-04-15 02:51:23+00:00,2022-11-25 03:13:50+00:00
9530917,241243000,2014-10-08 13:51:24+00:00,2022-12-21 14:20:13+00:00
9540302,273348630,2012-04-09 23:36:20+00:00,2024-08-31 23:43:38+00:00
9540340,273355800,2012-01-16 16:45:04+00:00,2024-08-31 14:56:50+00:00
9540352,273359070,2012-10-15 20:16:45+00:00,2024-08-31 23:44:36+00:00
9540364,273356510,2012-01-04 12:24:01+00:00,2024-08-31 03:10:48+00:00
9544281,247287500,2012-10-09 21:23:34+00:00,2023-04-08 09:28:24+00:00
9547506,354828000,2012-01-03 07:33:14+00:00,2021-07-08 14:54:17+00:00
9550682,538004170,2012-01-21 18:47:50+00:00,2023-01-07 07:17:22+00:00
9577082,636015050,2012-01-04 07:56:50+00:00,2024-02-06 18:18:50+00:00
9577094,636015051,2012-01-12 01:19:11+00:00,2024-02-02 19:33:49+00:00
9585273,273357330,2012-01-02 12:59:08+00:00,2024-08-26 06:53:30+00:00
9585912,273452590,2019-07-26 11:22:52+00:00,2024-08-31 17:46:27+00:00
9589750,538004238,2012-01-01 18:38:29+00:00,2023-06-27 10:13:27+00:00
9593921,273352720,2012-01-06 17:35:33+00:00,2024-08-31 19:41:48+00:00
9599341,511100935,2023-03-14 21:30:24+00:00,2024-08-31 23:55:33+00:00
9599353,511100937,2023-03-01 06:55:33+00:00,2024-08-31 23:56:23+00:00
9602825,273353340,2012-04-20 01:00:16+00:00,2024-08-31 01:07:37+00:00
9607710,373594000,2012-08-13 07:50:59+00:00,2024-08-31 22:50:05+00:00
9610781,636015562,2012-06-22 04:16:51+00:00,2024-01-06 03:53:09+00:00
9610793,636015563,2012-08-22 23:45:56+00:00,2024-01-06 16:12:35+00:00
9610808,636015564,2012-12-17 10:28:22+00:00,2023-12-11 09:36:49+00:00
9610810,636015565,2013-04-12 08:12:20+00:00,2024-01-23 11:24:47+00:00
9612909,273352260,2012-09-02 13:11:33+00:00,2024-08-31 23:25:03+00:00
9612911,273353260,2012-11-10 17:40:23+00:00,2024-08-31 15:57:16+00:00
9612923,273351260,2013-06-23 19:09:13+00:00,2024-08-31 21:06:52+00:00
9616955,273358450,2012-10-15 20:47:53+00:00,2024-08-31 21:47:40+00:00
9621558,273359180,2019-02-24 09:41:55+00:00,2024-08-31 23:49:18+00:00
9621560,273358180,2013-06-19 19:02:58+00:00,2024-08-31 23:16:17+00:00
9621596,249443000,2016-02-26 07:47:14+00:00,2024-02-19 03:57:31+00:00
9624304,273356360,2012-07-04 01:59:34+00:00,2024-08-31 18:59:47+00:00
9624316,273355480,2012-11-16 09:55:54+00:00,2024-08-31 15:26:18+00:00
9637583,273354270,2013-04-11 21:33:22+00:00,2024-08-31 23:50:10+00:00
9637961,273387430,2016-03-28 04:22:25+00:00,2024-08-31 19:23:31+00:00
9637973,273384070,2016-06-20 03:55:54+00:00,2024-08-31 23:02:07+00:00
9640516,273353450,2012-05-27 23:22:51+00:00,2024-08-31 23:59:30+00:00
9640528,273354450,2012-06-06 06:53:13+00:00,2024-08-31 23:58:28+00:00
9640530,273355450,2023-05-05 08:34:15+00:00,2024-08-31 13:50:50+00:00
9640542,273359560,2023-04-29 08:44:12+00:00,2024-08-31 05:29:59+00:00
9640566,273358860,2012-10-06 17:33:11+00:00,2024-08-31 22:28:53+00:00
9640578,273355270,2023-09-04 08:18:44+00:00,2024-08-31 23:50:46+00:00
9640580,273351180,2023-09-06 14:56:06+00:00,2024-08-31 22:40:19+00:00
9645009,273357860,2024-01-25 18:09:23+00:00,2024-05-27 04:46:23+00:00
9645011,273358170,2023-05-03 08:33:24+00:00,2024-08-31 22:54:11+00:00
9645023,273359170,2023-07-19 04:07:35+00:00,2024-08-31 22:11:44+00:00
9645035,273350270,2023-08-16 15:15:06+00:00,2024-08-31 23:55:16+00:00
9645047,273353180,2023-04-23 15:58:00+00:00,2024-08-31 23:46:10+00:00
9645061,273355680,2023-10-24 17:03:42+00:00,2024-08-31 19:40:03+00:00
9645114,273333670,2023-05-05 08:37:38+00:00,2024-08-31 15:36:59+00:00
9645982,273331440,2013-05-07 09:10:49+00:00,2024-08-29 11:55:33+00:00
9655468,273333570,2013-08-22 10:09:08+00:00,2024-08-31 22:51:04+00:00
9655470,511100936,2023-03-01 09:48:12+00:00,2024-08-31 23:58:20+00:00
9683714,273331580,2014-04-27 08:21:19+00:00,2024-08-31 09:18:22+00:00
9683726,273332580,2014-04-27 08:21:25+00:00,2024-08-31 16:50:12+00:00
9690212,273340640,2014-05-20 15:06:43+00:00,2024-08-24 23:25:01+00:00
9735139,273376900,2014-10-21 03:01:05+00:00,2024-08-31 23:13:33+00:00
9749154,273380170,2017-01-21 06:47:27+00:00,2024-08-31 08:27:19+00:00
9759939,273391160,2017-05-21 08:33:45+00:00,2024-08-31 22:11:16+00:00
9766073,273381530,2017-08-12 13:29:16+00:00,2024-08-31 16:28:51+00:00
9766085,273427090,2019-09-14 09:19:14+00:00,2024-08-31 23:50:02+00:00
9777656,273374360,2023-02-08 11:06:38+00:00,2024-08-31 13:20:49+00:00
9779941,538007127,2017-01-26 02:48:16+00:00,2023-06-12 02:03:04+00:00
9810513,636017990,2018-01-12 04:39:42+00:00,2023-06-16 02:01:47+00:00
9813565,423457100,2016-12-07 10:17:30+00:00,2023-12-19 11:44:42+00:00
9821469,423488100,2019-12-07 04:57:13+00:00,2024-08-27 13:36:44+00:00
9821471,423501100,2020-12-23 07:52:29+00:00,2024-08-31 23:59:35+00:00
9826902,626363000,2024-01-09 02:29:54+00:00,2024-08-14 09:38:03+00:00
9832547,636018645,2018-05-24 02:59:01+00:00,2023-11-14 20:22:38+00:00
9832559,636018646,2018-07-05 04:11:56+00:00,2023-11-03 09:21:37+00:00
9842176,273211040,2020-07-14 03:23:44+00:00,2024-08-31 22:30:31+00:00
9842188,273295230,2021-09-20 00:13:13+00:00,2024-08-31 23:59:37+00:00
9843560,626430000,2024-01-07 11:00:27+00:00,2024-08-16 11:49:56+00:00
9846237,273414840,2023-06-03 08:57:05+00:00,2024-08-11 19:17:16+00:00
9866380,273618730,2022-11-12 15:20:18+00:00,2024-08-31 23:43:56+00:00
