vessel_imo,start_date,end_date,duration_hrs,lat,lon
8727941,2024-03-04,2024-03-04,0.7825,42.8896,33.1042
8727941,2024-05-20,2024-05-20,0.9719444444444444,43.4712,35.182
8727941,2024-07-05,2024-07-05,0.4341666666666666,45.8184,36.6817
8727941,2024-08-20,2024-08-20,4.979444444444446,45.8184,36.6845
8727953,2022-03-28,2022-03-28,14.390966666666667,43.2911,36.6734
8727953,2022-03-28,2022-03-28,1.9213944444444444,43.3136,36.6852
8727953,2022-03-28,2022-03-29,7.388308333333335,43.2717,36.6274
8727953,2022-03-29,2022-03-29,5.762030555555555,43.2444,36.2031
8727953,2022-06-29,2022-06-29,1.805161111111111,43.7029,34.5776
8727953,2022-06-29,2022-06-29,1.8066638888888888,43.742,34.6402
8727953,2023-07-14,2023-07-14,2.733888888888889,43.3097,36.6032
8727953,2023-07-14,2023-07-15,25.38277777777778,43.2713,36.7602
8727953,2023-07-15,2023-07-18,54.89083333333333,43.0094,36.7057
8727953,2023-08-01,2023-08-02,18.127777777777776,43.2947,36.9133
8727953,2023-08-02,2023-08-02,1.837777777777778,43.344,36.9106
8727953,2023-08-02,2023-08-03,18.036944444444444,43.4299,37.0137
8727953,2023-08-03,2023-08-03,2.165,43.431,36.9965
8727953,2023-09-05,2023-09-05,0.5033333333333333,42.9156,36.8543
8727953,2023-09-17,2023-09-17,3.154444444444444,42.9868,36.7326
8727953,2023-09-18,2023-09-18,8.029444444444444,42.8687,36.5933
8727953,2023-09-18,2023-09-18,4.088611111111112,42.9882,36.727
8727953,2023-09-19,2023-09-20,21.474444444444448,43.197,36.5885
8727953,2023-09-20,2023-09-20,3.850277777777778,43.1839,36.6154
8727953,2023-10-26,2023-10-27,19.093333333333337,43.2586,36.6413
8727953,2023-11-03,2023-11-03,7.4013888888888895,43.3724,36.6239
8727953,2023-11-04,2023-11-04,0.9133333333333332,43.2102,36.6594
8727953,2023-11-04,2023-11-05,18.26305555555556,43.308,36.5565
8727953,2023-12-05,2023-12-05,14.905,43.3021,36.5698
8727953,2023-12-05,2023-12-06,11.951111111111103,43.1263,36.5158
8727953,2023-12-06,2023-12-07,23.345555555555556,42.9743,36.3886
8727953,2023-12-17,2023-12-17,9.371111111111112,43.2331,36.7032
8727953,2023-12-20,2023-12-21,9.27611111111111,43.5719,36.8791
8727953,2024-01-13,2024-01-13,1.0058333333333334,43.2041,36.6722
8727953,2024-01-13,2024-01-14,20.385,42.8009,36.1828
8727953,2024-02-12,2024-02-13,22.892777777777777,43.4196,36.585
8727953,2024-02-28,2024-02-29,31.06777777777778,43.2527,36.5412
8727953,2024-02-29,2024-03-01,25.80972222222222,43.2952,36.3963
8727953,2024-03-28,2024-03-28,18.419722222222223,43.3278,36.5791
8727953,2024-03-30,2024-03-31,25.78972222222222,43.2907,36.5258
8727953,2024-04-23,2024-04-23,9.303333333333336,43.4775,37.1169
8727953,2024-04-23,2024-04-24,13.40305555555556,43.3383,36.963
8727953,2024-04-24,2024-04-26,49.894444444444446,43.2716,36.623
8727953,2024-05-10,2024-05-10,9.050277777777778,43.0761,36.7102
8727953,2024-05-10,2024-05-11,14.462222222222223,43.0051,36.5622
8727953,2024-05-11,2024-05-11,5.504166666666666,43.2248,36.6249
8727953,2024-05-12,2024-05-12,2.6430555555555557,42.7857,36.4272
8727953,2024-05-12,2024-05-12,1.166388888888889,42.8188,36.5167
8727953,2024-05-12,2024-05-13,18.99,42.6857,36.6593
8727953,2024-05-22,2024-05-23,22.915277777777774,43.22,36.7028
8727953,2024-06-03,2024-06-04,33.86722222222222,43.3144,36.6467
8727953,2024-06-13,2024-06-14,23.037777777777784,43.1177,36.5083
8727953,2024-07-18,2024-07-19,20.991388888888903,43.1157,36.6437
8727953,2024-07-19,2024-07-20,9.02611111111111,43.2083,36.7154
8727953,2024-07-20,2024-07-20,15.27222222222222,43.1485,36.8674
8727953,2024-07-20,2024-07-21,5.755833333333335,43.2183,36.6629
8727953,2024-07-21,2024-07-22,23.253888888888895,43.2403,36.5578
8727953,2024-07-22,2024-07-22,14.080277777777775,43.2242,36.5167
8727965,2024-07-29,2024-07-30,14.033333333333337,45.8182,36.6819
8727965,2024-08-18,2024-08-18,1.0169444444444449,43.6684,35.5534
8727965,2024-09-18,2024-09-18,1.699722222222222,45.8183,36.6821
8727965,2022-05-28,2022-05-28,0.0333583333333333,36.0188,22.3304
8727965,2022-05-28,2022-05-28,1.805938888888889,36.495,20.9711
8727965,2022-05-28,2022-05-28,1.8543527777777775,36.5596,20.8223
8727965,2022-05-28,2022-05-29,2.1888055555555557,36.6085,20.7127
8727965,2022-05-29,2022-05-29,4.3274333333333335,36.7082,20.4976
8727965,2022-05-29,2022-06-15,410.4481944444444,36.8844,20.2311
8727965,2022-06-15,2022-07-12,643.9434944444445,36.8532,20.1859
8727965,2022-08-17,2022-08-21,100.33388888888892,34.948,28.0067
8906951,2022-05-15,2022-05-18,60.85361111111111,40.5715,149.5551
8906951,2022-05-18,2022-05-21,75.7863888888889,40.9119,150.0329
8906951,2022-05-23,2022-05-24,22.63111111111111,40.1665,145.158
8906951,2022-05-25,2022-05-25,11.605555555555556,40.9229,149.7704
8906951,2022-05-25,2022-05-26,5.453611111111113,40.8165,149.7711
8906951,2022-05-26,2022-05-26,2.96861111111111,40.7758,149.7045
8906951,2022-05-26,2022-05-26,4.070897222222222,41.841,147.4219
8906951,2022-05-28,2022-05-28,8.00055555555555,41.1307,142.2938
8906951,2022-05-28,2022-05-28,0.997777777777778,41.1727,142.1582
8906951,2022-05-28,2022-05-28,1.1419305555555557,41.2534,142.2235
8906951,2022-05-31,2022-06-01,21.072222222222244,42.3323,133.2079
8906951,2022-06-01,2022-06-02,15.06666666666667,42.3652,133.2284
8906951,2022-06-02,2022-06-02,0.9941666666666666,42.3498,133.1893
8906951,2022-06-02,2022-06-03,4.0088888888888885,42.3424,133.3865
8906951,2022-06-03,2022-06-04,29.007222222222225,42.3758,133.2444
8906951,2022-06-15,2022-06-15,1.0916666666666668,41.0092,149.4559
8906951,2022-06-15,2022-06-16,6.430577777777777,41.0372,149.6733
8906951,2022-06-16,2022-06-16,0.8858333333333335,39.1541,147.4275
8906951,2022-06-17,2022-06-17,4.103611111111112,39.1605,147.3183
8906951,2022-06-17,2022-06-17,12.854722222222223,39.0785,147.2242
8906951,2022-06-18,2022-06-23,130.2736111111111,38.9872,146.8413
8906951,2022-06-26,2022-06-27,8.826944444444447,44.4443,156.5745
8906951,2022-06-27,2022-06-27,7.216944444444445,44.4763,156.6227
8906951,2022-07-01,2022-07-01,7.341944444444444,41.6228,136.7192
8906951,2022-07-04,2022-07-05,11.26972222222222,42.017,154.6449
8906951,2022-07-05,2022-07-05,11.287777777777778,42.0493,154.772
8906951,2022-07-05,2022-07-05,2.083777777777777,42.0898,154.2857
8906951,2022-07-05,2022-07-06,1.9272222222222215,42.1572,154.2203
8906951,2022-07-06,2022-07-09,77.70084444444443,42.2307,154.5008
8906951,2022-07-11,2022-07-11,1.7144444444444444,41.6767,148.2163
8906951,2022-07-12,2022-07-12,0.9969444444444444,41.4195,152.8673
8906951,2022-07-12,2022-07-12,0.9236111111111112,41.4852,153.0397
8906951,2022-07-12,2022-07-12,8.168827777777777,41.288,153.0398
8906951,2022-07-12,2022-07-12,0.7838888888888889,41.2455,153.0752
8906951,2022-07-13,2022-07-13,2.6131555555555543,41.2531,152.8131
8906951,2022-07-13,2022-07-13,8.390277777777778,41.4167,151.2901
8906951,2022-07-13,2022-07-14,10.86277777777778,41.5203,151.1716
8906951,2022-07-14,2022-07-14,6.723888888888888,41.52,151.109
8906951,2022-07-15,2022-07-15,1.8335722222222224,41.6046,150.8969
8906951,2022-07-19,2022-07-19,15.035000000000002,42.161,133.1947
8906951,2022-07-23,2022-07-23,5.978333333333334,41.2945,151.2397
8906951,2022-07-23,2022-07-23,6.676111111111109,41.3243,151.611
8906951,2022-07-23,2022-07-24,11.849722222222224,41.4162,151.8352
8906951,2022-07-24,2022-07-24,10.69535,41.4745,151.4806
8906951,2022-07-25,2022-07-25,3.2269555555555556,41.4589,151.805
