vessel_imo,start,end,duration_hrs,lat_off,lon_off,lat_on,lon_on
9307815,2022-04-08 23:14:14.280000,2022-04-12 22:29:05.970000,95.23333333333333,29.767985,-74.689265,28.70169,-93.64246333333334
9308077,2024-07-30 11:22:58.000000,2024-07-31 16:55:10.000000,29.533333333333335,14.365755,53.147285,12.750585,47.617198333333334
9308821,2024-01-22 16:28:23.000000,2024-01-23 16:24:38.000000,23.933333333333334,24.622326666666666,-48.74939666666667,24.03,-54.29666666666667
9308821,2024-03-15 15:51:04.000000,2024-03-16 09:52:08.000000,18.016666666666666,35.899361666666664,-13.325445,36.43921,-8.465065
9309588,2022-03-02 12:58:04.000000,2022-03-04 18:33:49.000000,53.583333333333336,-35.071305,-42.81800166666667,-35.059666666666665,-55.64808333333333
9309588,2023-09-17 11:41:23.000000,2023-09-21 09:52:42.000000,94.18333333333334,32.262748333333334,16.994098333333334,31.754965,16.80238
9314179,2022-06-10 13:13:07.000000,2022-06-11 06:56:14.520000,17.716666666666665,18.485943333333335,-18.713113333333332,14.632728333333333,-18.714645
9318022,2022-12-07 23:41:20.000000,2022-12-09 19:34:58.000000,43.88333333333333,2.878093333333333,-9.92944,3.115266666666667,-1.4545983333333334
9318022,2022-12-20 00:49:58.000000,2022-12-22 04:08:21.000000,51.3,4.675833333333333,0.065845,3.36324,-9.263908333333335
9318022,2023-08-25 12:43:09.000000,2023-08-31 08:45:11.000000,140.03333333333333,24.330306666666665,-16.793615,43.50651666666667,-10.436326666666666
9318539,2022-12-27 10:43:00.000000,2022-12-28 01:10:01.000000,14.45,-0.457365,0.8406216666666667,-0.3094,0.6545666666666666
9319674,2022-03-27 03:54:19.000000,2022-03-27 17:09:41.540000,13.25,24.053276666666665,-88.96645666666667,23.851175,-85.96459166666666
9321847,2022-06-13 15:11:08.000000,2022-06-18 23:09:27.680000,127.96666666666667,44.434066666666666,-11.915766666666666,38.1079,-19.10718333333333
9321976,2022-07-10 14:58:39.270000,2022-07-21 16:24:04.000000,265.4166666666667,43.1121,-12.7688,44.33058333333334,-11.92695
9323314,2023-06-11 09:31:01.000000,2023-06-12 00:18:55.000000,14.783333333333333,5.913691666666667,84.86341,6.0562716666666665,88.02539
9323352,2023-10-05 20:29:02.000000,2023-10-06 18:13:39.000000,21.733333333333334,5.311,1.6475,3.965333333333333,-1.883
9323986,2022-02-14 16:52:24.000000,2022-02-17 09:42:55.140000,64.83333333333333,3.855916666666667,87.2847,5.10805,80.98905
9323986,2024-09-02 10:34:49.000000,2024-09-03 09:40:04.000000,23.083333333333332,13.360356666666666,49.85062333333333,14.772591666666667,54.50406666666667
9326720,2023-08-06 04:22:20.000000,2023-08-08 03:16:57.000000,46.9,17.758866666666666,59.08658666666667,14.166701666666667,51.40743833333333
9326885,2024-01-08 17:16:54.000000,2024-01-09 16:43:36.000000,23.433333333333334,-10.338073333333334,-34.519463333333334,-15.26987,-35.67944333333333
9329758,2024-03-03 17:20:29.000000,2024-03-07 05:11:50.000000,83.85,17.625218333333333,39.86723333333333,14.403771666666668,53.82225
9329758,2024-09-16 21:34:00.000000,2024-09-17 13:22:11.000000,15.8,14.212471666666668,65.07241333333333,14.245031666666666,65.320185
9330472,2024-06-08 10:02:26.000000,2024-06-11 07:17:32.000000,69.25,35.763466666666666,16.4367,31.594333333333335,32.02633333333333
9330472,2024-06-22 11:05:05.000000,2024-06-23 00:13:06.000000,13.133333333333333,10.630766666666666,65.75548333333333,9.7185,68.14543333333333
9332614,2023-12-03 10:16:34.000000,2023-12-04 16:24:02.000000,30.116666666666667,14.812726666666666,61.889131666666664,14.905978333333334,55.44092
9332614,2023-12-04 21:08:27.000000,2023-12-07 20:33:41.000000,71.41666666666667,14.8242,54.73393166666666,15.57358,41.560433333333336
9332781,2024-02-28 02:27:48.000000,2024-02-29 14:39:40.000000,36.18333333333333,12.853966666666667,47.7962,15.3797,41.50546666666666
9332834,2023-12-20 02:02:51.000000,2024-04-18 04:58:03.000000,2882.9166666666665,33.115916666666664,27.877533333333332,51.6358,2.40963
9333424,2022-09-02 21:25:50.000000,2022-09-03 10:53:49.000000,13.45,15.816666666666666,-19.603,15.774583333333334,-19.44025
9333424,2022-09-09 05:24:29.000000,2022-09-09 18:42:14.000000,13.283333333333333,15.929466666666666,-20.5031,15.8218,-20.383216666666666
9333424,2023-03-26 17:11:12.000000,2023-03-27 10:56:55.000000,17.75,13.6131,-18.154133333333334,13.488733333333334,-18.293516666666665
9337901,2024-02-21 01:15:30.000000,2024-08-07 07:26:42.000000,4038.1833333333334,14.481266666666667,53.04069,33.8144,29.72114
9338905,2024-06-22 23:54:04.000000,2024-07-08 00:51:25.000000,360.95,10.058816666666667,66.8855,11.635416666666666,62.002
9339337,2023-12-15 00:07:51.000000,2024-01-07 15:29:07.000000,567.35,16.70653,63.572968333333336,36.20735,-3.87343
