date,imo,description,type
2022-02-23,9171735,Vessel HAMSI exited JOHOR,possible_sts_start
2022-06-27,9171735,Vessel HAMSI exited JOHOR,possible_sts_end
2023-02-18,9354521,Vessel ANHONA exited MALTA,possible_sts_start
2024-06-23,9354521,Vessel ANHONA exited MALTA,possible_sts_end
2023-02-17,9354521,Vessel ANHONA exited MALTA,possible_sts_start
2024-06-06,9354521,Vessel ANHONA exited MALTA,possible_sts_end
2023-04-14,9354521,Vessel ANHONA exited MALTA,possible_sts_start
2023-08-01,9354521,Vessel ANHONA exited MALTA,possible_sts_end
2023-07-21,9354521,Vessel ANHONA exited MALTA,possible_sts_start
2023-08-02,9354521,Vessel ANHONA exited MALTA,possible_sts_end
2024-06-08,9354521,Vessel ANHONA exited MALTA,possible_sts_start
2024-06-15,9354521,Vessel ANHONA exited MALTA,possible_sts_end
2023-02-19,9354521,Vessel ANHONA exited MALTA,possible_sts_start
2024-05-08,9354521,Vessel ANHONA exited MALTA,possible_sts_end
2023-04-01,9131357,Vessel ORION exited JOHOR,possible_sts_start
2024-01-08,9131357,Vessel ORION exited JOHOR,possible_sts_end
2023-04-27,9131357,Vessel ORION exited JOHOR,possible_sts_start
2024-01-02,9131357,Vessel ORION exited JOHOR,possible_sts_end
2022-07-18,9131357,Vessel ORION exited JOHOR,possible_sts_start
2023-10-21,9131357,Vessel ORION exited JOHOR,possible_sts_end
2022-06-20,9131357,Vessel ORION exited JOHOR,possible_sts_start
2023-10-12,9131357,Vessel ORION exited JOHOR,possible_sts_end
2023-04-26,9131357,Vessel ORION exited JOHOR,possible_sts_start
2023-04-27,9131357,Vessel ORION exited JOHOR,possible_sts_end
2023-03-05,9131357,Vessel ORION exited MALTA,possible_sts_start
2023-05-22,9131357,Vessel ORION exited MALTA,possible_sts_end
2022-12-19,9231509,Vessel TREND exited JOHOR,possible_sts_start
2023-08-16,9231509,Vessel TREND exited JOHOR,possible_sts_end
2023-02-18,9231509,Vessel TREND exited JOHOR,possible_sts_start
2024-01-24,9231509,Vessel TREND exited JOHOR,possible_sts_end
2024-01-24,9231509,Vessel TREND exited JOHOR,possible_sts_start
2024-07-19,9231509,Vessel TREND exited JOHOR,possible_sts_end
2024-05-02,9231509,Vessel TREND exited LACONIA,possible_sts_start
2024-06-12,9231509,Vessel TREND exited LACONIA,possible_sts_end
2024-04-23,9231509,Vessel TREND exited LACONIA,possible_sts_start
2024-06-16,9231509,Vessel TREND exited LACONIA,possible_sts_end
2023-05-20,9183295,Vessel NEON exited JOHOR,possible_sts_start
2023-07-16,9183295,Vessel NEON exited JOHOR,possible_sts_end
2023-05-30,9183295,Vessel NEON exited JOHOR,possible_sts_start
2024-01-13,9183295,Vessel NEON exited JOHOR,possible_sts_end
2023-09-18,9183295,Vessel NEON exited MALTA,possible_sts_start
2024-04-18,9183295,Vessel NEON exited MALTA,possible_sts_end
2022-09-14,9843560,Vessel VERNADSKYPROSPECT exited JOHOR,possible_sts_start
2023-01-04,9843560,Vessel VERNADSKYPROSPECT exited LACONIA,possible_sts_end
2023-01-04,9843560,Vessel VERNADSKYPROSPECT exited LACONIA,possible_sts_start
2023-02-05,9843560,Vessel VERNADSKYPROSPECT exited LACONIA,possible_sts_end
2023-04-10,9380673,Vessel NIPPONPRINCESS exited JOHOR,possible_sts_start
2023-04-29,9380673,Vessel NIPPONPRINCESS exited JOHOR,possible_sts_end
2023-04-08,9380673,Vessel NIPPONPRINCESS exited JOHOR,possible_sts_start
2023-04-26,9380673,Vessel NIPPONPRINCESS exited JOHOR,possible_sts_end
2023-03-31,9380673,Vessel NIPPONPRINCESS exited JOHOR,possible_sts_start
2023-04-22,9380673,Vessel NIPPONPRINCESS exited JOHOR,possible_sts_end
2023-05-19,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-05-19,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-07-03,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-07-03,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-07-03,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-07-03,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-07-16,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-07-16,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-05-05,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-05-05,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-05-19,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-05-19,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-05-04,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-05-04,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-07-15,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-07-15,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-04-12,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-04-12,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-04-22,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-04-22,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-04-18,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-04-18,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-05-01,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-05-01,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-04-16,9289752,Vessel ARIADNE exited LOME,possible_sts_start
2023-04-16,9292967,Vessel ARIADNE exited LOME,possible_sts_start
2023-04-29,9289752,Vessel ARIADNE exited LOME,possible_sts_end
2023-04-29,9292967,Vessel ARIADNE exited LOME,possible_sts_end
2023-09-08,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-09-08,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-12-20,9289752,Vessel ARIADNE exited MALTA,possible_sts_end
2023-12-20,9292967,Vessel ARIADNE exited MALTA,possible_sts_end
2023-08-09,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-08-09,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-11-28,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-11-28,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-11-28,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-11-28,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2024-07-14,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2024-07-14,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2024-04-14,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2024-04-14,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2024-07-10,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2024-07-10,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-09-11,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-09-11,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2024-04-10,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2024-04-10,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-09-23,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-09-23,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-11-26,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-11-26,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-11-27,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-11-27,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2024-04-11,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2024-04-11,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-08-12,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-08-12,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2024-04-12,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2024-04-12,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-09-15,9289752,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-09-15,9292967,Vessel ARIADNE exited LACONIA,possible_sts_start
2023-11-25,9289752,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-11-25,9292967,Vessel ARIADNE exited LACONIA,possible_sts_end
2023-05-06,9296406,Vessel PAGOS exited MALTA,possible_sts_start
2024-09-02,9296406,Vessel PAGOS exited JOHOR,possible_sts_end
2024-04-02,9296406,Vessel PAGOS exited LACONIA,possible_sts_start
2024-08-06,9296406,Vessel PAGOS exited LACONIA,possible_sts_end
2023-12-28,9296406,Vessel PAGOS exited LACONIA,possible_sts_start
2024-08-08,9296406,Vessel PAGOS exited LACONIA,possible_sts_end
2024-02-05,9296406,Vessel PAGOS exited LACONIA,possible_sts_start
2024-08-07,9296406,Vessel PAGOS exited LACONIA,possible_sts_end
2024-02-04,9296406,Vessel PAGOS exited LACONIA,possible_sts_start
2024-02-09,9296406,Vessel PAGOS exited LACONIA,possible_sts_end
2022-09-06,9332028,Vessel JOKARI exited JOHOR,possible_sts_start
2022-09-08,9332028,Vessel JOKARI exited JOHOR,possible_sts_end
2022-07-30,9332028,Vessel JOKARI exited JOHOR,possible_sts_start
2022-09-24,9332028,Vessel JOKARI exited JOHOR,possible_sts_end
2022-04-26,9550682,Vessel UACCFALCON exited JOHOR,possible_sts_start
2022-08-30,9550682,Vessel UACCFALCON exited JOHOR,possible_sts_end
2022-06-15,9550682,Vessel UACCFALCON exited JOHOR,possible_sts_start
2022-07-26,9550682,Vessel UACCFALCON exited JOHOR,possible_sts_end
2022-01-28,9550682,Vessel UACCFALCON exited LOME,possible_sts_start
2022-02-17,9550682,Vessel UACCFALCON exited LOME,possible_sts_end
2023-04-10,9292589,Vessel BEKSARDA exited MALTA,possible_sts_start
2023-05-24,9292589,Vessel BEKSARDA exited MALTA,possible_sts_end
2022-02-09,9292589,Vessel BEKSARDA exited JOHOR,possible_sts_start
2022-06-16,9292589,Vessel BEKSARDA exited JOHOR,possible_sts_end
2022-04-12,9292589,Vessel BEKSARDA exited JOHOR,possible_sts_start
2022-07-01,9292589,Vessel BEKSARDA exited JOHOR,possible_sts_end
2022-02-11,9413561,Vessel NSASIA exited AUGUSTA,possible_sts_start
2022-05-22,9413561,Vessel NSASIA exited AUGUSTA,possible_sts_end
2024-07-27,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-08,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-07-21,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-01,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-09,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-25,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-21,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-28,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-10,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-29,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-15,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-30,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-14,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-23,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-13,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-08-26,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2024-08-20,9332028,Vessel ZEHRA exited LOME,possible_sts_start
2024-09-06,9332028,Vessel ZEHRA exited LOME,possible_sts_end
2022-11-14,9259733,Vessel SNOWLOTUS exited JOHOR,possible_sts_start
2023-03-11,9259733,Vessel SNOWLOTUS exited JOHOR,possible_sts_end
2024-02-26,9439400,Vessel CASPER exited LACONIA,possible_sts_start
2024-03-05,9439400,Vessel CASPER exited LACONIA,possible_sts_end
2024-02-20,9209972,Vessel TEMIRO exited LACONIA,possible_sts_start
2024-03-05,9209972,Vessel TEMIRO exited LACONIA,possible_sts_end
2024-02-26,9209972,Vessel TEMIRO exited LACONIA,possible_sts_start
2024-03-04,9209972,Vessel TEMIRO exited LACONIA,possible_sts_end
2022-10-09,9290373,Vessel BESIKTASBOSPHORUS exited MALTA,possible_sts_start
2022-11-16,9290373,Vessel BESIKTASBOSPHORUS exited LACONIA,possible_sts_end
2022-10-22,9290373,Vessel BESIKTASBOSPHORUS exited LACONIA,possible_sts_start
2023-01-29,9290373,Vessel BESIKTASBOSPHORUS exited LACONIA,possible_sts_end
2022-10-08,9290373,Vessel BESIKTASBOSPHORUS exited MALTA,possible_sts_start
2023-12-12,9314818,Vessel MONA exited JOHOR,possible_sts_end
2023-02-12,9314818,Vessel MONA exited LACONIA,possible_sts_start
2023-10-24,9314818,Vessel MONA exited LACONIA,possible_sts_end
2023-02-11,9314818,Vessel MONA exited LACONIA,possible_sts_start
2023-10-23,9314818,Vessel MONA exited LACONIA,possible_sts_end
2023-05-24,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_start
2023-11-10,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_end
2023-07-19,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_start
2023-08-22,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_end
2023-08-22,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_start
2023-10-21,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_end
2023-05-29,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_start
2023-10-22,9306782,Vessel NSCENTURY exited JOHOR,possible_sts_end
2022-01-31,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-10-16,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-02-02,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2022-06-21,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-01-28,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2024-01-04,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-09-30,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2024-08-15,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2023-03-05,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-07-10,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-12-27,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-12-02,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-09-29,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-03-03,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-03-09,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2024-05-10,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-09-11,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-11-20,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-01-29,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-07-08,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-02-25,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2022-12-27,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2023-07-08,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2024-01-13,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2024-01-04,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2024-01-12,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2023-02-19,9254915,Vessel MARTINA exited JOHOR,possible_sts_start
2023-04-28,9254915,Vessel MARTINA exited JOHOR,possible_sts_end
2022-12-26,9511521,Vessel MOSKOVSKYPROSPECT exited LACONIA,possible_sts_start
2023-01-28,9511521,Vessel MOSKOVSKYPROSPECT exited LACONIA,possible_sts_end
2023-08-26,9416422,Vessel OCEANTHUNDER exited JOHOR,possible_sts_start
2023-09-18,9416422,Vessel OCEANTHUNDER exited JOHOR,possible_sts_end
2022-05-06,9547506,Vessel HARRIERBAY exited JOHOR,possible_sts_start
2023-11-17,9547506,Vessel HARRIERBAY exited MALTA,possible_sts_end
2022-10-19,9332640,Vessel HAFNIAARCTIC exited LOME,possible_sts_start
2022-11-28,9332640,Vessel HAFNIAARCTIC exited LOME,possible_sts_end
2022-10-15,9332640,Vessel HAFNIAARCTIC exited LOME,possible_sts_start
2022-11-22,9332640,Vessel HAFNIAARCTIC exited LOME,possible_sts_end
2023-01-30,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2023-06-23,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-06-20,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2024-03-16,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-07-06,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2024-09-10,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-02-17,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2024-09-13,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-07-08,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2024-05-29,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-05-13,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2024-07-21,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-05-10,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2023-10-13,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-06-23,9242120,Vessel NYANTARA exited JOHOR,possible_sts_start
2023-09-05,9242120,Vessel NYANTARA exited JOHOR,possible_sts_end
2023-05-05,9352195,Vessel LAGOON exited MALTA,possible_sts_start
2024-02-26,9352195,Vessel LAGOON exited MALTA,possible_sts_end
2023-04-03,9352195,Vessel LAGOON exited MALTA,possible_sts_start
2023-04-05,9352195,Vessel LAGOON exited MALTA,possible_sts_end
2023-02-05,9352195,Vessel LAGOON exited MALTA,possible_sts_start
2023-04-02,9352195,Vessel LAGOON exited MALTA,possible_sts_end
2023-09-02,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-07-11,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-07-26,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-07-06,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-03-25,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2023-07-14,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2022-12-14,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2023-10-02,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-07-19,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-07-09,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-03-12,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-07-10,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-07-16,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-07-08,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-03-14,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-04-17,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-03-16,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-04-19,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-06-08,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-04-11,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-03-20,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2023-03-24,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2023-06-01,9352195,Vessel LAGOON exited LACONIA,possible_sts_start
2024-04-10,9352195,Vessel LAGOON exited LACONIA,possible_sts_end
2022-03-13,9232931,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-03-13,9422988,Vessel OKEANOS exited JOHOR,possible_sts_start
2023-04-26,9232931,Vessel OKEANOS exited JOHOR,possible_sts_end
2023-04-26,9422988,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-03-10,9232931,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-03-10,9422988,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-10-14,9232931,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-10-14,9422988,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-10-04,9232931,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-10-04,9422988,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-10-13,9232931,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-10-13,9422988,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-09-28,9232931,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-09-28,9422988,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-10-04,9232931,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-10-04,9422988,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-09-30,9232931,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-09-30,9422988,Vessel OKEANOS exited JOHOR,possible_sts_start
2022-10-09,9232931,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-10-09,9422988,Vessel OKEANOS exited JOHOR,possible_sts_end
2022-04-30,9397535,Vessel SCFIRTYSH exited JOHOR,possible_sts_start
2023-06-02,9397535,Vessel SCFIRTYSH exited MALTA,possible_sts_end
2023-09-09,9319882,Vessel ATALANTA exited MALTA,possible_sts_start
2023-11-18,9319882,Vessel ATALANTA exited MALTA,possible_sts_end
2024-04-29,9319882,Vessel ATALANTA exited MALTA,possible_sts_start
2024-06-03,9319882,Vessel ATALANTA exited MALTA,possible_sts_end
2023-10-16,9404948,Vessel BAMBU exited MALTA,possible_sts_start
2024-07-10,9404948,Vessel BAMBU exited MALTA,possible_sts_end
2023-11-03,9404948,Vessel BAMBU exited MALTA,possible_sts_start
2023-11-10,9404948,Vessel BAMBU exited MALTA,possible_sts_end
2023-10-21,9404948,Vessel BAMBU exited MALTA,possible_sts_start
2023-11-01,9404948,Vessel BAMBU exited MALTA,possible_sts_end
2023-10-17,9404948,Vessel BAMBU exited MALTA,possible_sts_start
2023-11-02,9404948,Vessel BAMBU exited MALTA,possible_sts_end
2023-10-18,9404948,Vessel BAMBU exited MALTA,possible_sts_start
2023-10-30,9404948,Vessel BAMBU exited MALTA,possible_sts_end
2023-03-08,9607710,Vessel SEASTAR exited JOHOR,possible_sts_start
2024-08-01,9607710,Vessel SEASTAR exited JOHOR,possible_sts_end
2023-01-25,9607710,Vessel SEASTAR exited JOHOR,possible_sts_start
2024-06-22,9607710,Vessel SEASTAR exited JOHOR,possible_sts_end
2023-08-08,9607710,Vessel SEASTAR exited JOHOR,possible_sts_start
2024-01-19,9607710,Vessel SEASTAR exited JOHOR,possible_sts_end
2023-01-08,9607710,Vessel SEASTAR exited JOHOR,possible_sts_start
2023-08-31,9607710,Vessel SEASTAR exited JOHOR,possible_sts_end
2023-10-10,9327384,Vessel ADVANTAGEPOINT exited MALTA,possible_sts_start
2023-10-15,9327384,Vessel ADVANTAGEPOINT exited MALTA,possible_sts_end
2022-10-16,9327384,Vessel ADVANTAGEPOINT exited MALTA,possible_sts_start
2024-07-04,9327384,Vessel ADVANTAGEPOINT exited MALTA,possible_sts_end
2023-12-19,9327384,Vessel ADVANTAGEPOINT exited LACONIA,possible_sts_start
2024-07-09,9327384,Vessel ADVANTAGEPOINT exited LACONIA,possible_sts_end
2023-12-17,9327384,Vessel ADVANTAGEPOINT exited LACONIA,possible_sts_start
2024-07-14,9327384,Vessel ADVANTAGEPOINT exited LACONIA,possible_sts_end
2022-05-28,9382798,Vessel TRANSSIBBRIDGE exited JOHOR,possible_sts_start
2023-04-10,9382798,Vessel TRANSSIBBRIDGE exited JOHOR,possible_sts_end
2023-04-05,9382798,Vessel TRANSSIBBRIDGE exited JOHOR,possible_sts_start
2023-06-09,9382798,Vessel TRANSSIBBRIDGE exited JOHOR,possible_sts_end
2023-01-28,9382798,Vessel TRANSSIBBRIDGE exited JOHOR,possible_sts_start
2023-04-05,9382798,Vessel TRANSSIBBRIDGE exited JOHOR,possible_sts_end
2022-01-29,9544281,Vessel FOURSKY exited JOHOR,possible_sts_start
2022-09-12,9544281,Vessel FOURSKY exited JOHOR,possible_sts_end
2022-01-15,9544281,Vessel FOURSKY exited JOHOR,possible_sts_start
2022-04-06,9544281,Vessel FOURSKY exited JOHOR,possible_sts_end
2022-08-19,9544281,Vessel FOURSKY exited MALTA,possible_sts_start
2023-03-08,9544281,Vessel FOURSKY exited LOME,possible_sts_end
2022-01-02,9337901,Vessel KRITIGALAXY exited JOHOR,possible_sts_start
2022-02-28,9337901,Vessel KRITIGALAXY exited JOHOR,possible_sts_end
2022-02-15,9337901,Vessel KRITIGALAXY exited JOHOR,possible_sts_start
2022-06-15,9337901,Vessel KRITIGALAXY exited JOHOR,possible_sts_end
2022-03-02,9337901,Vessel KRITIGALAXY exited JOHOR,possible_sts_start
2023-01-20,9337901,Vessel KRITIGALAXY exited LACONIA,possible_sts_end
2022-11-15,9337901,Vessel KRITIGALAXY exited MALTA,possible_sts_start
2022-12-04,9337901,Vessel KRITIGALAXY exited MALTA,possible_sts_end
2022-12-24,9263198,Vessel BEKSNAZ exited AUGUSTA,possible_sts_start
2024-01-11,9263198,Vessel BEKSNAZ exited MALTA,possible_sts_end
2023-06-04,9263198,Vessel BEKSNAZ exited MALTA,possible_sts_start
2023-12-14,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-12-10,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-27,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2022-12-01,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-26,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-12-15,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-19,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-12-11,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-22,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-12-16,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-23,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2024-01-24,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-29,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2024-01-22,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-02-23,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2024-01-29,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-02-21,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-11-28,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-15,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-12-02,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2023-12-06,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2023-02-20,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_start
2024-01-17,9263198,Vessel BEKSNAZ exited LACONIA,possible_sts_end
2022-04-01,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_start
2022-06-16,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_end
2022-04-26,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_start
2022-05-13,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_end
2022-04-17,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_start
2022-05-14,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_end
2022-04-18,9224441,Vessel SCFCAUCASUS exited JOHOR,possible_sts_start
